trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pos,corr_resp,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.060226400033570826,,0.05680190003477037,0.060226400033570826,1.0123522999929264,1.0123522999929264,1.0123522999929264,1.0123522999929264,1.0622043999610469,2.011369699961506,2.011369699961506,,,,,,,,
