trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pos,corr_resp,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0657379999756813,,0.06266469997353852,0.0657379999756813,1.006325799971819,1.006325799971819,1.006325799971819,1.006325799971819,1.0728331999853253,2.0054842999670655,2.0054842999670655,,,,,,,,
