7.3773 	INFO 	Loaded monitor calibration from ['2024_08_09 11:19']
8.7539 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5670>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5610>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5460>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023E0515D6A0>, multiSample=False, name='window1', numSamples=2, pos=[240.0, 60.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.7539 	EXP 	window1: backgroundImage = ''
8.7539 	EXP 	window1: backgroundFit = 'none'
8.7541 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5790>
8.7543 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5790>
8.7566 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5790>
8.7573 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5790>
8.7814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7827 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7838 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7850 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7862 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7871 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7881 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7900 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7908 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7918 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7928 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7949 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7958 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7969 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7979 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7987 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7996 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8009 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8016 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8019 	DEBUG 	Uploading Texture Font fontname to graphics card
8.8128 	DEBUG 	Upload of Texture Font fontname complete
8.8148 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5790>
8.8149 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5790>
8.8157 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5790>
8.8164 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E04DD5790>
8.8209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8222 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8234 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8237 	DEBUG 	Uploading Texture Font fontname to graphics card
8.8333 	DEBUG 	Upload of Texture Font fontname complete
8.8352 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.8352 	EXP 	window1: recordFrameIntervals = False
9.0177 	EXP 	window1: recordFrameIntervals = True
9.1537 	WARNING 	t of last frame was 20.02ms (=1/49)
9.3842 	EXP 	Screen (0) actual frame rate measured at 61.25Hz
9.3843 	EXP 	window1: recordFrameIntervals = False
9.3843 	EXP 	window1: mouseVisible = True
9.3848 	EXP 	window1: mouseVisible = True
9.3850 	EXP 	window1: mouseVisible = True
9.3859 	EXP 	window1: mouseVisible = True
9.3868 	EXP 	window1: mouseVisible = True
9.3926 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3936 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3948 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3961 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3995 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4009 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4028 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4050 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4076 	DEBUG 	Uploading Texture Font fontname to graphics card
9.4082 	DEBUG 	Upload of Texture Font fontname complete
9.4103 	EXP 	window1: mouseVisible = True
9.4104 	EXP 	window1: mouseVisible = True
9.4111 	EXP 	window1: mouseVisible = True
9.4117 	EXP 	window1: mouseVisible = True
9.4760 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
14.0152 	INFO 	keyboard.Keyboard is using iohub backend.
14.0152 	INFO 	keyboard.Keyboard is using iohub backend.
14.0152 	EXP 	stair adaptive: status = STARTED
14.0154 	EXP 	window1: mouseVisible = True
